RuleID,RuleName,LostType,SeverityLevel,ApplicableFormationType,FormationProperties,GeologicalFeatures,MechanismShort,MechanismDetail,ConditionsText,ConditionsStructured,TimePattern,IdentificationFeatures,TypicalCurve,KeyParameters,MeasurementMethods,RiskLevel,TypicalLossRate,LossBehavior,Source
MR_143,治理-LCM 桥堵-2,裂缝/溶洞漏失,极重度,"[""溶洞地层""]","{""stress"": ""开度可桥""}","[""溶洞地层""]",治理-LCM桥堵-2,封堵；通过分级颗粒实现。,分级颗粒，纤维协同。,"{""logic"": ""FiberAssist==True""}",突发,"[""ECD变化"", ""返出量下降"", ""压力恢复困难""]",压力波动-返出波动,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中,需配合 LCM 治理,《井漏机理和对策》
MR_144,诊断-高渗透基质-1,渗透性漏失,轻度,"[""高渗透砂岩""]","{""stress"": ""孔隙压力低""}","[""高渗透砂岩""]",诊断-高渗透基质-1,基质渗流增强；通过返出量缓慢下降实现。,返出量缓慢下降，滤失量大。,"{""logic"": ""HighPermeability==True""}",突发,"[""返出量下降"", ""ECD变化"", ""泵压波动""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,中,可通过参数优化缓解,《井漏机理和对策》
MR_145,治理-LCM 桥堵-2,裂缝/溶洞漏失,极重度,"[""溶洞地层""]","{""stress"": ""开度可桥""}","[""溶洞地层""]",治理-LCM桥堵-2,封堵；通过分级颗粒实现。,分级颗粒，纤维协同。,"{""logic"": ""FiberAssist==True""}",间歇,"[""压力恢复困难"", ""泵压波动"", ""ECD变化""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,中,可能升级为全漏失,《井漏机理和对策》
MR_146,诊断-高渗透基质-1,渗透性漏失,轻度,"[""高渗透砂岩""]","{""stress"": ""孔隙压力低""}","[""高渗透砂岩""]",诊断-高渗透基质-1,基质渗流增强；通过返出量缓慢下降实现。,返出量缓慢下降，滤失量大。,"{""logic"": ""HighPermeability==True""}",持续,"[""压力恢复困难"", ""池体积下降"", ""泵压波动""]",ECD升高-返出下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中,可能升级为全漏失,《井漏机理和对策》
MR_147,诊断-高渗透基质-2,渗透性漏失,中度,"[""砾岩""]","{""stress"": ""未发生破裂""}","[""砾岩""]",诊断-高渗透基质-2,孔喉侵入；通过池体积持续下降实现。,池体积持续下降，低黏度。,"{""logic"": ""ΔP>threshold""}",突发,"[""ECD变化"", ""压力恢复困难"", ""泵压波动""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,低~中,需配合 LCM 治理,《井漏机理和对策》
MR_148,预防-ECD控制-3,多类型漏失,中度,"[""HPHT地层""]","{""stress"": ""瞬态压力控制""}","[""HPHT地层""]",预防-ECD控制-3,瞬态压力抑制；通过优化起下钻实现。,优化起下钻，切屑影响。,"{""logic"": ""SurgeSwab<limit""}",突发,"[""泵压波动"", ""ECD变化"", ""返出量下降""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,中,可通过参数优化缓解,《井漏机理和对策》
MR_149,预防-ECD控制-3,多类型漏失,中度,"[""HPHT地层""]","{""stress"": ""瞬态压力控制""}","[""HPHT地层""]",预防-ECD控制-3,瞬态压力抑制；通过优化起下钻实现。,优化起下钻，切屑影响。,"{""logic"": ""SurgeSwab<limit""}",持续,"[""压力恢复困难"", ""返出量下降"", ""池体积下降""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,中~高,可通过参数优化缓解,《井漏机理和对策》
MR_150,治理-LCM 桥堵-2,裂缝/溶洞漏失,极重度,"[""溶洞地层""]","{""stress"": ""开度可桥""}","[""溶洞地层""]",治理-LCM桥堵-2,封堵；通过分级颗粒实现。,分级颗粒，纤维协同。,"{""logic"": ""FiberAssist==True""}",间歇,"[""ECD变化"", ""泵压波动"", ""压力恢复困难""]",ECD升高-返出下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,低~中,需配合 LCM 治理,《井漏机理和对策》
MR_151,预防-ECD控制-3,多类型漏失,中度,"[""HPHT地层""]","{""stress"": ""瞬态压力控制""}","[""HPHT地层""]",预防-ECD控制-3,瞬态压力抑制；通过优化起下钻实现。,优化起下钻，切屑影响。,"{""logic"": ""SurgeSwab<limit""}",突发,"[""ECD变化"", ""返出量下降"", ""池体积下降""]",ECD升高-返出下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,中~高,可能升级为全漏失,《井漏机理和对策》
MR_152,治理-LCM 桥堵-3,裂缝/溶洞漏失,重度,"[""孔洞-裂缝复合""]","{""stress"": ""需封堵""}","[""孔洞-裂缝复合""]",治理-LCM桥堵-3,维持承压；通过桥堵+封堵实现。,桥堵+封堵，可凝材料。,"{""logic"": ""SealStrength>ΔP""}",间歇,"[""泵压波动"", ""压力恢复困难"", ""返出量下降""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中,需配合 LCM 治理,《井漏机理和对策》
MR_153,治理-LCM 桥堵-3,裂缝/溶洞漏失,重度,"[""孔洞-裂缝复合""]","{""stress"": ""需封堵""}","[""孔洞-裂缝复合""]",治理-LCM桥堵-3,维持承压；通过桥堵+封堵实现。,桥堵+封堵，可凝材料。,"{""logic"": ""SealStrength>ΔP""}",持续,"[""泵压波动"", ""ECD变化"", ""返出量下降""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中~高,可能升级为全漏失,《井漏机理和对策》
MR_154,诊断-高渗透基质-3,渗透性漏失,中度,"[""枯竭砂岩""]","{""stress"": ""压差驱动""}","[""枯竭砂岩""]",诊断-高渗透基质-3,压差驱动渗流；通过ECD 升高后返出下降实现。,ECD 升高后返出下降，滤失控制不足。,"{""logic"": ""FiltrateHigh==True""}",间歇,"[""池体积下降"", ""返出量下降"", ""ECD变化""]",压力波动-返出波动,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,中~高,需配合 LCM 治理,《井漏机理和对策》
MR_155,诊断-高渗透基质-2,渗透性漏失,中度,"[""砾岩""]","{""stress"": ""未发生破裂""}","[""砾岩""]",诊断-高渗透基质-2,孔喉侵入；通过池体积持续下降实现。,池体积持续下降，低黏度。,"{""logic"": ""ΔP>threshold""}",持续,"[""ECD变化"", ""池体积下降"", ""返出量下降""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中,可能升级为全漏失,《井漏机理和对策》
MR_156,诊断-天然裂缝-2,裂缝性漏失,重度,"[""断层破碎带""]","{""stress"": ""裂缝开启压力低""}","[""断层破碎带""]",诊断-天然裂缝-2,裂缝扩展；通过排量增加实现。,排量增加，密度偏高。,"{""logic"": ""ΔP波动""}",缓慢,"[""泵压波动"", ""池体积下降"", ""ECD变化""]",ECD升高-返出下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中,需配合 LCM 治理,《井漏机理和对策》
MR_157,诊断-天然裂缝-1,裂缝性漏失,中度,"[""天然裂缝带""]","{""stress"": ""最小水平应力低""}","[""天然裂缝带""]",诊断-天然裂缝-1,裂缝重新张开；通过ECD 接近裂缝压力实现。,ECD 接近裂缝压力，侵入性强。,"{""logic"": ""ECD>FracP""}",缓慢,"[""泵压波动"", ""池体积下降"", ""压力恢复困难""]",ECD升高-返出下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,中~高,需配合 LCM 治理,《井漏机理和对策》
MR_158,预防-ECD控制-3,多类型漏失,中度,"[""HPHT地层""]","{""stress"": ""瞬态压力控制""}","[""HPHT地层""]",预防-ECD控制-3,瞬态压力抑制；通过优化起下钻实现。,优化起下钻，切屑影响。,"{""logic"": ""SurgeSwab<limit""}",间歇,"[""返出量下降"", ""压力恢复困难"", ""ECD变化""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,中,需配合 LCM 治理,《井漏机理和对策》
MR_159,治理-LCM 桥堵-3,裂缝/溶洞漏失,重度,"[""孔洞-裂缝复合""]","{""stress"": ""需封堵""}","[""孔洞-裂缝复合""]",治理-LCM桥堵-3,维持承压；通过桥堵+封堵实现。,桥堵+封堵，可凝材料。,"{""logic"": ""SealStrength>ΔP""}",缓慢,"[""泵压波动"", ""压力恢复困难"", ""池体积下降""]",ECD升高-返出下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中~高,需配合 LCM 治理,《井漏机理和对策》
MR_160,诊断-高渗透基质-3,渗透性漏失,中度,"[""枯竭砂岩""]","{""stress"": ""压差驱动""}","[""枯竭砂岩""]",诊断-高渗透基质-3,压差驱动渗流；通过ECD 升高后返出下降实现。,ECD 升高后返出下降，滤失控制不足。,"{""logic"": ""FiltrateHigh==True""}",持续,"[""压力恢复困难"", ""池体积下降"", ""ECD变化""]",ECD升高-返出下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中~高,需配合 LCM 治理,《井漏机理和对策》
MR_161,预防-ECD控制-3,多类型漏失,中度,"[""HPHT地层""]","{""stress"": ""瞬态压力控制""}","[""HPHT地层""]",预防-ECD控制-3,瞬态压力抑制；通过优化起下钻实现。,优化起下钻，切屑影响。,"{""logic"": ""SurgeSwab<limit""}",缓慢,"[""返出量下降"", ""泵压波动"", ""压力恢复困难""]",压力波动-返出波动,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,中~高,需配合 LCM 治理,《井漏机理和对策》
MR_162,诊断-天然裂缝-2,裂缝性漏失,重度,"[""断层破碎带""]","{""stress"": ""裂缝开启压力低""}","[""断层破碎带""]",诊断-天然裂缝-2,裂缝扩展；通过排量增加实现。,排量增加，密度偏高。,"{""logic"": ""ΔP波动""}",突发,"[""压力恢复困难"", ""泵压波动"", ""返出量下降""]",压力波动-返出波动,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,低~中,可能升级为全漏失,《井漏机理和对策》
MR_163,诊断-天然裂缝-1,裂缝性漏失,中度,"[""天然裂缝带""]","{""stress"": ""最小水平应力低""}","[""天然裂缝带""]",诊断-天然裂缝-1,裂缝重新张开；通过ECD 接近裂缝压力实现。,ECD 接近裂缝压力，侵入性强。,"{""logic"": ""ECD>FracP""}",间歇,"[""压力恢复困难"", ""ECD变化"", ""泵压波动""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中,需配合 LCM 治理,《井漏机理和对策》
MR_164,诊断-高渗透基质-2,渗透性漏失,中度,"[""砾岩""]","{""stress"": ""未发生破裂""}","[""砾岩""]",诊断-高渗透基质-2,孔喉侵入；通过池体积持续下降实现。,池体积持续下降，低黏度。,"{""logic"": ""ΔP>threshold""}",突发,"[""压力恢复困难"", ""池体积下降"", ""返出量下降""]",压力波动-返出波动,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,中~高,可能升级为全漏失,《井漏机理和对策》
MR_165,预防-ECD控制-3,多类型漏失,中度,"[""HPHT地层""]","{""stress"": ""瞬态压力控制""}","[""HPHT地层""]",预防-ECD控制-3,瞬态压力抑制；通过优化起下钻实现。,优化起下钻，切屑影响。,"{""logic"": ""SurgeSwab<limit""}",缓慢,"[""压力恢复困难"", ""池体积下降"", ""ECD变化""]",压力波动-返出波动,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,低~中,需配合 LCM 治理,《井漏机理和对策》
MR_166,诊断-天然裂缝-1,裂缝性漏失,中度,"[""天然裂缝带""]","{""stress"": ""最小水平应力低""}","[""天然裂缝带""]",诊断-天然裂缝-1,裂缝重新张开；通过ECD 接近裂缝压力实现。,ECD 接近裂缝压力，侵入性强。,"{""logic"": ""ECD>FracP""}",突发,"[""泵压波动"", ""压力恢复困难"", ""池体积下降""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中~高,可通过参数优化缓解,《井漏机理和对策》
MR_167,治理-LCM 桥堵-1,裂缝/溶洞漏失,重度,"[""裂缝地层""]","{""stress"": ""通道连通""}","[""裂缝地层""]",治理-LCM桥堵-1,桥堵；通过投加 LCM实现。,投加 LCM，颗粒级配。,"{""logic"": ""PSD匹配""}",间歇,"[""池体积下降"", ""压力恢复困难"", ""返出量下降""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,低~中,可能升级为全漏失,《井漏机理和对策》
MR_168,预防-ECD控制-2,多类型漏失,中度,"[""深水井""]","{""stress"": ""温压耦合""}","[""深水井""]",预防-ECD控制-2,压力窗口匹配；通过控压钻井 MPD实现。,控压钻井 MPD，密度微调。,"{""logic"": ""WindowNarrow==True""}",突发,"[""泵压波动"", ""压力恢复困难"", ""ECD变化""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中~高,可通过参数优化缓解,《井漏机理和对策》
MR_169,治理-LCM 桥堵-3,裂缝/溶洞漏失,重度,"[""孔洞-裂缝复合""]","{""stress"": ""需封堵""}","[""孔洞-裂缝复合""]",治理-LCM桥堵-3,维持承压；通过桥堵+封堵实现。,桥堵+封堵，可凝材料。,"{""logic"": ""SealStrength>ΔP""}",缓慢,"[""压力恢复困难"", ""池体积下降"", ""泵压波动""]",ECD升高-返出下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中,可通过参数优化缓解,《井漏机理和对策》
MR_170,预防-ECD控制-3,多类型漏失,中度,"[""HPHT地层""]","{""stress"": ""瞬态压力控制""}","[""HPHT地层""]",预防-ECD控制-3,瞬态压力抑制；通过优化起下钻实现。,优化起下钻，切屑影响。,"{""logic"": ""SurgeSwab<limit""}",缓慢,"[""返出量下降"", ""泵压波动"", ""池体积下降""]",压力波动-返出波动,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中,需配合 LCM 治理,《井漏机理和对策》
MR_171,预防-ECD控制-3,多类型漏失,中度,"[""HPHT地层""]","{""stress"": ""瞬态压力控制""}","[""HPHT地层""]",预防-ECD控制-3,瞬态压力抑制；通过优化起下钻实现。,优化起下钻，切屑影响。,"{""logic"": ""SurgeSwab<limit""}",缓慢,"[""ECD变化"", ""返出量下降"", ""压力恢复困难""]",压力波动-返出波动,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,中,需配合 LCM 治理,《井漏机理和对策》
MR_172,治理-LCM 桥堵-2,裂缝/溶洞漏失,极重度,"[""溶洞地层""]","{""stress"": ""开度可桥""}","[""溶洞地层""]",治理-LCM桥堵-2,封堵；通过分级颗粒实现。,分级颗粒，纤维协同。,"{""logic"": ""FiberAssist==True""}",突发,"[""压力恢复困难"", ""返出量下降"", ""泵压波动""]",ECD升高-返出下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中~高,可能升级为全漏失,《井漏机理和对策》
MR_173,治理-LCM 桥堵-1,裂缝/溶洞漏失,重度,"[""裂缝地层""]","{""stress"": ""通道连通""}","[""裂缝地层""]",治理-LCM桥堵-1,桥堵；通过投加 LCM实现。,投加 LCM，颗粒级配。,"{""logic"": ""PSD匹配""}",间歇,"[""ECD变化"", ""池体积下降"", ""泵压波动""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,中,可能升级为全漏失,《井漏机理和对策》
MR_174,诊断-高渗透基质-2,渗透性漏失,中度,"[""砾岩""]","{""stress"": ""未发生破裂""}","[""砾岩""]",诊断-高渗透基质-2,孔喉侵入；通过池体积持续下降实现。,池体积持续下降，低黏度。,"{""logic"": ""ΔP>threshold""}",突发,"[""泵压波动"", ""ECD变化"", ""压力恢复困难""]",ECD升高-返出下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,低~中,可通过参数优化缓解,《井漏机理和对策》
MR_175,诊断-天然裂缝-1,裂缝性漏失,中度,"[""天然裂缝带""]","{""stress"": ""最小水平应力低""}","[""天然裂缝带""]",诊断-天然裂缝-1,裂缝重新张开；通过ECD 接近裂缝压力实现。,ECD 接近裂缝压力，侵入性强。,"{""logic"": ""ECD>FracP""}",持续,"[""返出量下降"", ""池体积下降"", ""泵压波动""]",ECD升高-返出下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中,可能升级为全漏失,《井漏机理和对策》
